Bandit,Reward,Algorithm
3,4.33234545244242,EpsilonGreedy Algorithm
3,5.268664028484663,EpsilonGreedy Algorithm
3,3.1934957205919954,EpsilonGreedy Algorithm
3,5.462212102569845,EpsilonGreedy Algorithm
3,3.9650149573421714,EpsilonGreedy Algorithm
3,3.5460340104988592,EpsilonGreedy Algorithm
3,4.650609287424786,EpsilonGreedy Algorithm
3,3.15424180716721,EpsilonGreedy Algorithm
3,3.2553107688395553,EpsilonGreedy Algorithm
3,4.732240849799369,EpsilonGreedy Algorithm
3,2.832264664257716,EpsilonGreedy Algorithm
3,3.5881165437367994,EpsilonGreedy Algorithm
3,4.884275290936954,EpsilonGreedy Algorithm
3,3.045405177175483,EpsilonGreedy Algorithm
3,3.999123437386945,EpsilonGreedy Algorithm
3,3.4053495747149927,EpsilonGreedy Algorithm
3,4.714175345794852,EpsilonGreedy Algorithm
3,6.064985737601753,EpsilonGreedy Algorithm
3,4.23576729749714,EpsilonGreedy Algorithm
3,5.453701983869826,EpsilonGreedy Algorithm
3,5.110753052268729,EpsilonGreedy Algorithm
3,3.089096134295373,EpsilonGreedy Algorithm
3,3.853037692995098,EpsilonGreedy Algorithm
3,4.378472675269039,EpsilonGreedy Algorithm
3,2.790548308647344,EpsilonGreedy Algorithm
3,4.70306482558143,EpsilonGreedy Algorithm
3,4.4451535716523765,EpsilonGreedy Algorithm
3,3.7384144207580374,EpsilonGreedy Algorithm
3,3.682985019032014,EpsilonGreedy Algorithm
3,3.818308883204784,EpsilonGreedy Algorithm
3,3.0254181029070297,EpsilonGreedy Algorithm
3,3.5531946549639866,EpsilonGreedy Algorithm
3,2.4784015961365498,EpsilonGreedy Algorithm
3,3.9768711236218923,EpsilonGreedy Algorithm
3,4.415279460174096,EpsilonGreedy Algorithm
3,3.6529585921091448,EpsilonGreedy Algorithm
3,3.5923467614636806,EpsilonGreedy Algorithm
3,5.3160334615364455,EpsilonGreedy Algorithm
3,2.6046443924035216,EpsilonGreedy Algorithm
3,3.2559715349298157,EpsilonGreedy Algorithm
3,5.3714883393038,EpsilonGreedy Algorithm
3,3.059908328123572,EpsilonGreedy Algorithm
3,3.502037642646213,EpsilonGreedy Algorithm
3,3.7517681801578906,EpsilonGreedy Algorithm
3,2.752025169073479,EpsilonGreedy Algorithm
3,2.787885495172043,EpsilonGreedy Algorithm
3,5.783378312251622,EpsilonGreedy Algorithm
3,4.9898954522958325,EpsilonGreedy Algorithm
3,3.2805894069421564,EpsilonGreedy Algorithm
3,3.395999879956398,EpsilonGreedy Algorithm
3,4.731413817985809,EpsilonGreedy Algorithm
3,2.962490736148142,EpsilonGreedy Algorithm
3,3.1020505069320663,EpsilonGreedy Algorithm
3,4.519103239454688,EpsilonGreedy Algorithm
3,3.8422729356206133,EpsilonGreedy Algorithm
3,2.941644776831065,EpsilonGreedy Algorithm
3,2.7067466994361093,EpsilonGreedy Algorithm
3,4.931738133000889,EpsilonGreedy Algorithm
3,3.071726872190804,EpsilonGreedy Algorithm
3,2.0430416921987744,EpsilonGreedy Algorithm
3,5.980534685282253,EpsilonGreedy Algorithm
3,4.446847523862883,EpsilonGreedy Algorithm
3,6.138693425636797,EpsilonGreedy Algorithm
3,4.724119476530951,EpsilonGreedy Algorithm
3,5.449909729271359,EpsilonGreedy Algorithm
3,2.485253213228786,EpsilonGreedy Algorithm
3,5.339085828807199,EpsilonGreedy Algorithm
3,3.0997902979144967,EpsilonGreedy Algorithm
3,3.216714628732916,EpsilonGreedy Algorithm
3,2.406726014063933,EpsilonGreedy Algorithm
3,3.8695719754011337,EpsilonGreedy Algorithm
3,2.090565653544745,EpsilonGreedy Algorithm
3,3.6170619567565456,EpsilonGreedy Algorithm
3,3.93461743250387,EpsilonGreedy Algorithm
3,3.6455719171386436,EpsilonGreedy Algorithm
3,4.129483810856777,EpsilonGreedy Algorithm
3,4.891451490440787,EpsilonGreedy Algorithm
3,4.553055607519136,EpsilonGreedy Algorithm
3,4.213186147481839,EpsilonGreedy Algorithm
3,3.080684543621519,EpsilonGreedy Algorithm
3,3.2341034714184698,EpsilonGreedy Algorithm
3,5.4714011658206285,EpsilonGreedy Algorithm
3,4.261878709952607,EpsilonGreedy Algorithm
3,3.3707256235048493,EpsilonGreedy Algorithm
3,3.437972977637958,EpsilonGreedy Algorithm
3,4.789507953790294,EpsilonGreedy Algorithm
3,4.12734714709351,EpsilonGreedy Algorithm
3,4.176930383482325,EpsilonGreedy Algorithm
3,4.2248302462100815,EpsilonGreedy Algorithm
3,5.660235652163112,EpsilonGreedy Algorithm
3,4.400077245110576,EpsilonGreedy Algorithm
3,4.830246255031143,EpsilonGreedy Algorithm
3,2.6140625577706427,EpsilonGreedy Algorithm
3,4.809151540013934,EpsilonGreedy Algorithm
3,2.375214334766256,EpsilonGreedy Algorithm
3,3.427939520274926,EpsilonGreedy Algorithm
3,6.189225700962558,EpsilonGreedy Algorithm
3,5.9607356309385064,EpsilonGreedy Algorithm
3,4.56395304806891,EpsilonGreedy Algorithm
3,5.464153702272886,EpsilonGreedy Algorithm
3,2.055678371178192,EpsilonGreedy Algorithm
3,3.7295907057335054,EpsilonGreedy Algorithm
3,5.161888031366566,EpsilonGreedy Algorithm
3,3.524999177921173,EpsilonGreedy Algorithm
3,5.163396034344743,EpsilonGreedy Algorithm
3,3.6783262966530588,EpsilonGreedy Algorithm
3,3.866997604846354,EpsilonGreedy Algorithm
3,2.88174336231679,EpsilonGreedy Algorithm
3,4.884193745293335,EpsilonGreedy Algorithm
3,3.6018655639979573,EpsilonGreedy Algorithm
3,3.92946004813698,EpsilonGreedy Algorithm
3,4.165008730732309,EpsilonGreedy Algorithm
3,5.122414726859093,EpsilonGreedy Algorithm
3,4.567738932068775,EpsilonGreedy Algorithm
3,4.636354749481403,EpsilonGreedy Algorithm
3,3.1619431469596675,EpsilonGreedy Algorithm
3,3.7168277379286847,EpsilonGreedy Algorithm
3,6.328282072282696,EpsilonGreedy Algorithm
3,3.4121538733203556,EpsilonGreedy Algorithm
3,5.836550275345278,EpsilonGreedy Algorithm
3,2.6700986543420715,EpsilonGreedy Algorithm
3,3.793712644073516,EpsilonGreedy Algorithm
3,5.362168491016031,EpsilonGreedy Algorithm
3,2.9319860831008455,EpsilonGreedy Algorithm
3,4.990598494721833,EpsilonGreedy Algorithm
3,4.126860437681833,EpsilonGreedy Algorithm
3,3.943755620763311,EpsilonGreedy Algorithm
3,3.5969024904269786,EpsilonGreedy Algorithm
3,2.980808227224503,EpsilonGreedy Algorithm
3,3.2234564956544114,EpsilonGreedy Algorithm
3,3.8947440649024347,EpsilonGreedy Algorithm
3,4.445827046457359,EpsilonGreedy Algorithm
3,5.620186360873123,EpsilonGreedy Algorithm
3,4.123965460594504,EpsilonGreedy Algorithm
3,4.049695682039114,EpsilonGreedy Algorithm
3,3.660157427331267,EpsilonGreedy Algorithm
3,2.893970871147388,EpsilonGreedy Algorithm
3,4.849600374353031,EpsilonGreedy Algorithm
3,4.024120252529359,EpsilonGreedy Algorithm
3,4.87240913759336,EpsilonGreedy Algorithm
3,4.593515870310472,EpsilonGreedy Algorithm
3,4.789387422251209,EpsilonGreedy Algorithm
3,4.743389920957087,EpsilonGreedy Algorithm
3,5.045267117729567,EpsilonGreedy Algorithm
3,5.595613009184228,EpsilonGreedy Algorithm
3,3.236618675612148,EpsilonGreedy Algorithm
3,3.5316361246824926,EpsilonGreedy Algorithm
3,5.644246858977672,EpsilonGreedy Algorithm
3,4.284428634330228,EpsilonGreedy Algorithm
3,4.9900552482843805,EpsilonGreedy Algorithm
3,4.6369866279772864,EpsilonGreedy Algorithm
3,4.266200895535587,EpsilonGreedy Algorithm
3,4.994151628685011,EpsilonGreedy Algorithm
3,4.103230351703657,EpsilonGreedy Algorithm
3,6.095200369163589,EpsilonGreedy Algorithm
3,3.374617630594254,EpsilonGreedy Algorithm
3,3.522551143157744,EpsilonGreedy Algorithm
3,4.537781292911296,EpsilonGreedy Algorithm
3,3.900696518127366,EpsilonGreedy Algorithm
3,4.052320989351509,EpsilonGreedy Algorithm
3,3.934463138964112,EpsilonGreedy Algorithm
3,4.2466089304449435,EpsilonGreedy Algorithm
3,3.3724838766302474,EpsilonGreedy Algorithm
3,3.2553085862402478,EpsilonGreedy Algorithm
3,3.872150359843033,EpsilonGreedy Algorithm
3,3.3665437270995855,EpsilonGreedy Algorithm
3,3.357170498548094,EpsilonGreedy Algorithm
3,4.19687742627209,EpsilonGreedy Algorithm
3,4.678869135638023,EpsilonGreedy Algorithm
3,4.814888376408162,EpsilonGreedy Algorithm
3,3.7807141493326877,EpsilonGreedy Algorithm
3,2.8953194791582595,EpsilonGreedy Algorithm
3,4.716242409667806,EpsilonGreedy Algorithm
3,3.33267534486132,EpsilonGreedy Algorithm
3,4.163834109252463,EpsilonGreedy Algorithm
3,5.460430220498748,EpsilonGreedy Algorithm
3,3.87247518243147,EpsilonGreedy Algorithm
3,4.850706024404309,EpsilonGreedy Algorithm
3,4.039833402202637,EpsilonGreedy Algorithm
3,2.71206808413523,EpsilonGreedy Algorithm
3,3.1516902305173984,EpsilonGreedy Algorithm
3,3.4175701850090867,EpsilonGreedy Algorithm
3,4.8227725553707455,EpsilonGreedy Algorithm
3,6.015941469414022,EpsilonGreedy Algorithm
3,4.37053401488625,EpsilonGreedy Algorithm
3,4.857587152710439,EpsilonGreedy Algorithm
3,4.787309684541643,EpsilonGreedy Algorithm
3,5.601213228657689,EpsilonGreedy Algorithm
3,5.585626791224816,EpsilonGreedy Algorithm
3,4.936610203383353,EpsilonGreedy Algorithm
3,3.736393497929251,EpsilonGreedy Algorithm
3,4.130401861321165,EpsilonGreedy Algorithm
3,5.290324621346663,EpsilonGreedy Algorithm
3,4.9967592646975225,EpsilonGreedy Algorithm
3,4.485057302167036,EpsilonGreedy Algorithm
3,3.1259547761441686,EpsilonGreedy Algorithm
3,4.0439269461375815,EpsilonGreedy Algorithm
3,2.9549083696526908,EpsilonGreedy Algorithm
3,3.1566938192445813,EpsilonGreedy Algorithm
3,4.534595111465063,EpsilonGreedy Algorithm
3,4.978792989802794,EpsilonGreedy Algorithm
3,4.2669587093280885,EpsilonGreedy Algorithm
3,3.1865500657509753,EpsilonGreedy Algorithm
3,4.604895472342134,EpsilonGreedy Algorithm
3,3.937550393466444,EpsilonGreedy Algorithm
3,4.692959791417165,EpsilonGreedy Algorithm
3,4.697626366075795,EpsilonGreedy Algorithm
3,4.377164959281377,EpsilonGreedy Algorithm
3,3.7254695369056208,EpsilonGreedy Algorithm
3,4.21403752477204,EpsilonGreedy Algorithm
3,4.8005130718102285,EpsilonGreedy Algorithm
3,2.7963109085691897,EpsilonGreedy Algorithm
3,2.691099524684785,EpsilonGreedy Algorithm
3,3.7276181287645223,EpsilonGreedy Algorithm
3,3.8228706792173903,EpsilonGreedy Algorithm
3,5.3964413097348345,EpsilonGreedy Algorithm
3,4.932075979133088,EpsilonGreedy Algorithm
3,3.262208501913226,EpsilonGreedy Algorithm
3,4.293988867766621,EpsilonGreedy Algorithm
3,2.478083557899252,EpsilonGreedy Algorithm
3,4.1243891245044875,EpsilonGreedy Algorithm
3,3.678519027251507,EpsilonGreedy Algorithm
3,3.3568833930862,EpsilonGreedy Algorithm
3,3.926358800309074,EpsilonGreedy Algorithm
3,3.819413011025574,EpsilonGreedy Algorithm
3,5.368779305722381,EpsilonGreedy Algorithm
3,3.775216364417497,EpsilonGreedy Algorithm
3,4.783028788305214,EpsilonGreedy Algorithm
3,4.623749487066806,EpsilonGreedy Algorithm
3,4.850698462222962,EpsilonGreedy Algorithm
3,4.55271530061469,EpsilonGreedy Algorithm
3,4.3891807455955405,EpsilonGreedy Algorithm
3,3.9263641419629827,EpsilonGreedy Algorithm
3,3.3820886970649244,EpsilonGreedy Algorithm
3,5.065527344084253,EpsilonGreedy Algorithm
3,4.124197665859405,EpsilonGreedy Algorithm
3,4.365498794027556,EpsilonGreedy Algorithm
3,4.251770586189498,EpsilonGreedy Algorithm
3,5.007037861445362,EpsilonGreedy Algorithm
3,5.163388290957916,EpsilonGreedy Algorithm
3,3.7612733356287698,EpsilonGreedy Algorithm
3,2.4000965270731527,EpsilonGreedy Algorithm
3,5.725433753041386,EpsilonGreedy Algorithm
3,2.5786007872458727,EpsilonGreedy Algorithm
3,5.222264592927693,EpsilonGreedy Algorithm
3,2.257601642281991,EpsilonGreedy Algorithm
3,5.002925629931687,EpsilonGreedy Algorithm
3,3.574452714529463,EpsilonGreedy Algorithm
3,3.3217785714421377,EpsilonGreedy Algorithm
3,4.35818170310549,EpsilonGreedy Algorithm
3,2.7612719736002567,EpsilonGreedy Algorithm
3,5.266365395882991,EpsilonGreedy Algorithm
3,5.238578152341508,EpsilonGreedy Algorithm
3,4.742313324457541,EpsilonGreedy Algorithm
3,4.000829059948302,EpsilonGreedy Algorithm
3,4.594939084165015,EpsilonGreedy Algorithm
3,4.117041083248923,EpsilonGreedy Algorithm
3,3.26630737302177,EpsilonGreedy Algorithm
3,2.7803548207822315,EpsilonGreedy Algorithm
3,2.0609731584542645,EpsilonGreedy Algorithm
3,3.8045685291529723,EpsilonGreedy Algorithm
3,6.960770924859474,EpsilonGreedy Algorithm
3,4.314404093467909,EpsilonGreedy Algorithm
3,4.151540885310679,EpsilonGreedy Algorithm
3,3.88585289007949,EpsilonGreedy Algorithm
3,4.129153276084914,EpsilonGreedy Algorithm
3,3.972381400174501,EpsilonGreedy Algorithm
3,4.063454715142763,EpsilonGreedy Algorithm
3,4.953934052485851,EpsilonGreedy Algorithm
3,3.6494064729441,EpsilonGreedy Algorithm
3,4.093788874581759,EpsilonGreedy Algorithm
3,4.877749174816516,EpsilonGreedy Algorithm
3,4.511302919173115,EpsilonGreedy Algorithm
3,3.4268637971309075,EpsilonGreedy Algorithm
3,5.347292445529691,EpsilonGreedy Algorithm
3,4.162273039724166,EpsilonGreedy Algorithm
3,3.288899840053286,EpsilonGreedy Algorithm
3,4.463216162964943,EpsilonGreedy Algorithm
3,4.840229835848124,EpsilonGreedy Algorithm
3,2.8824688995075363,EpsilonGreedy Algorithm
3,1.772265905035932,EpsilonGreedy Algorithm
3,4.3878258171674664,EpsilonGreedy Algorithm
3,5.155269018522917,EpsilonGreedy Algorithm
3,5.853871788946495,EpsilonGreedy Algorithm
3,3.7467992823758403,EpsilonGreedy Algorithm
3,5.193918367867423,EpsilonGreedy Algorithm
3,2.583484784407416,EpsilonGreedy Algorithm
3,4.5332260561089255,EpsilonGreedy Algorithm
3,3.7676520536106315,EpsilonGreedy Algorithm
3,4.308990347112904,EpsilonGreedy Algorithm
3,4.758676992742748,EpsilonGreedy Algorithm
3,3.5456900121419315,EpsilonGreedy Algorithm
3,3.930485733580658,EpsilonGreedy Algorithm
3,4.642300175534094,EpsilonGreedy Algorithm
3,5.230986566920382,EpsilonGreedy Algorithm
3,1.6651210392309252,EpsilonGreedy Algorithm
3,3.5411334996932102,EpsilonGreedy Algorithm
3,3.6956527761661144,EpsilonGreedy Algorithm
3,5.852080463371678,EpsilonGreedy Algorithm
3,3.521725046300306,EpsilonGreedy Algorithm
3,3.871243934081355,EpsilonGreedy Algorithm
3,3.750799344052271,EpsilonGreedy Algorithm
3,3.8243546971950475,EpsilonGreedy Algorithm
3,4.243702368970929,EpsilonGreedy Algorithm
3,4.171270592678563,EpsilonGreedy Algorithm
3,3.165481033997647,EpsilonGreedy Algorithm
3,4.857606896776009,EpsilonGreedy Algorithm
3,4.547430997426289,EpsilonGreedy Algorithm
3,3.622008728938594,EpsilonGreedy Algorithm
3,3.8869241003414494,EpsilonGreedy Algorithm
3,4.121302404897269,EpsilonGreedy Algorithm
3,4.9392856886410526,EpsilonGreedy Algorithm
3,4.218276547748985,EpsilonGreedy Algorithm
3,3.9833832452799296,EpsilonGreedy Algorithm
3,3.6444837032403825,EpsilonGreedy Algorithm
3,4.9154437610327815,EpsilonGreedy Algorithm
3,2.561552331184764,EpsilonGreedy Algorithm
3,3.3409249616769054,EpsilonGreedy Algorithm
3,3.9023805451200064,EpsilonGreedy Algorithm
3,4.1622519565000005,EpsilonGreedy Algorithm
3,4.621528811362554,EpsilonGreedy Algorithm
3,4.320515488661309,EpsilonGreedy Algorithm
3,4.117807748236976,EpsilonGreedy Algorithm
3,3.536830180117509,EpsilonGreedy Algorithm
3,2.903402771485212,EpsilonGreedy Algorithm
3,2.1749056078867905,EpsilonGreedy Algorithm
3,5.114423204882817,EpsilonGreedy Algorithm
3,3.9154862996238426,EpsilonGreedy Algorithm
3,3.5805344321119863,EpsilonGreedy Algorithm
3,5.598407698013792,EpsilonGreedy Algorithm
3,3.448888980342851,EpsilonGreedy Algorithm
3,4.463529682280666,EpsilonGreedy Algorithm
3,3.1348405056703905,EpsilonGreedy Algorithm
3,2.524394531019998,EpsilonGreedy Algorithm
3,4.4459110852230275,EpsilonGreedy Algorithm
3,4.285752787268812,EpsilonGreedy Algorithm
3,4.0134796481770545,EpsilonGreedy Algorithm
3,3.9882221905422504,EpsilonGreedy Algorithm
3,5.315260395386205,EpsilonGreedy Algorithm
3,3.0971349058510493,EpsilonGreedy Algorithm
3,5.161994204325817,EpsilonGreedy Algorithm
3,3.2426625284671395,EpsilonGreedy Algorithm
3,5.830058683517731,EpsilonGreedy Algorithm
3,1.0288167944823519,EpsilonGreedy Algorithm
3,5.0412883148361995,EpsilonGreedy Algorithm
3,5.301993137595613,EpsilonGreedy Algorithm
3,3.161522809035542,EpsilonGreedy Algorithm
3,3.754066811526632,EpsilonGreedy Algorithm
3,3.202145785874718,EpsilonGreedy Algorithm
3,4.558455652771643,EpsilonGreedy Algorithm
3,3.1552955230379496,EpsilonGreedy Algorithm
3,3.947697190131548,EpsilonGreedy Algorithm
3,3.5555943554354816,EpsilonGreedy Algorithm
3,4.288928055542072,EpsilonGreedy Algorithm
3,2.2989973524560368,EpsilonGreedy Algorithm
3,4.332776975276374,EpsilonGreedy Algorithm
3,3.7547599583193696,EpsilonGreedy Algorithm
3,4.069200193920059,EpsilonGreedy Algorithm
3,3.423177742416071,EpsilonGreedy Algorithm
3,3.4476619838856664,EpsilonGreedy Algorithm
3,3.5944026643665272,EpsilonGreedy Algorithm
3,4.684695352030795,EpsilonGreedy Algorithm
3,4.037755716466105,EpsilonGreedy Algorithm
3,3.5286098825298855,EpsilonGreedy Algorithm
3,2.172658729964258,EpsilonGreedy Algorithm
3,3.1970382730665596,EpsilonGreedy Algorithm
3,2.635262196639034,EpsilonGreedy Algorithm
3,2.338363144299727,EpsilonGreedy Algorithm
3,4.516829044284902,EpsilonGreedy Algorithm
3,3.8625472429346193,EpsilonGreedy Algorithm
3,3.524208460034553,EpsilonGreedy Algorithm
3,5.058518244886008,EpsilonGreedy Algorithm
3,4.25347660624532,EpsilonGreedy Algorithm
3,4.776485293578272,EpsilonGreedy Algorithm
3,3.1708570937174256,EpsilonGreedy Algorithm
3,3.5418258995087677,EpsilonGreedy Algorithm
3,4.305700649938966,EpsilonGreedy Algorithm
3,2.6805902008563978,EpsilonGreedy Algorithm
3,4.246623850395263,EpsilonGreedy Algorithm
3,3.152900321448236,EpsilonGreedy Algorithm
3,5.738681103753512,EpsilonGreedy Algorithm
3,4.50860069375953,EpsilonGreedy Algorithm
3,5.4801246409719235,EpsilonGreedy Algorithm
3,3.6277070151263016,EpsilonGreedy Algorithm
3,1.6605416563585047,EpsilonGreedy Algorithm
3,4.7453303655046435,EpsilonGreedy Algorithm
3,3.5939530933095156,EpsilonGreedy Algorithm
3,3.752317961396936,EpsilonGreedy Algorithm
3,4.371316961887131,EpsilonGreedy Algorithm
3,2.2541626182604775,EpsilonGreedy Algorithm
3,3.306001478431921,EpsilonGreedy Algorithm
3,5.288051437467472,EpsilonGreedy Algorithm
3,3.7482209866939877,EpsilonGreedy Algorithm
3,2.812521316046497,EpsilonGreedy Algorithm
3,3.8400117940798153,EpsilonGreedy Algorithm
3,4.63310880308469,EpsilonGreedy Algorithm
3,3.9339387271673245,EpsilonGreedy Algorithm
3,5.828285528243506,EpsilonGreedy Algorithm
3,1.6087450181859788,EpsilonGreedy Algorithm
3,2.7235563130514038,EpsilonGreedy Algorithm
3,1.7537049333874388,EpsilonGreedy Algorithm
3,4.299170049240348,EpsilonGreedy Algorithm
3,5.707385532277835,EpsilonGreedy Algorithm
3,2.1585695005112604,EpsilonGreedy Algorithm
3,4.584239967801796,EpsilonGreedy Algorithm
3,4.2889782446335865,EpsilonGreedy Algorithm
3,3.6905870377214405,EpsilonGreedy Algorithm
3,5.2764459634338525,EpsilonGreedy Algorithm
3,4.804372524306401,EpsilonGreedy Algorithm
3,5.142768063866216,EpsilonGreedy Algorithm
3,3.3539427888007594,EpsilonGreedy Algorithm
3,4.574050337808426,EpsilonGreedy Algorithm
3,3.0170569862036656,EpsilonGreedy Algorithm
3,2.60775404746698,EpsilonGreedy Algorithm
3,3.495858544582501,EpsilonGreedy Algorithm
3,5.025529970032148,EpsilonGreedy Algorithm
3,3.111753614476439,EpsilonGreedy Algorithm
3,4.284267073518358,EpsilonGreedy Algorithm
3,3.932593588067329,EpsilonGreedy Algorithm
3,4.682380177455245,EpsilonGreedy Algorithm
3,4.452715838546197,EpsilonGreedy Algorithm
3,3.45904050236774,EpsilonGreedy Algorithm
3,3.7216239645419815,EpsilonGreedy Algorithm
3,3.8186511989708025,EpsilonGreedy Algorithm
3,4.381874278870791,EpsilonGreedy Algorithm
3,3.3985687585281372,EpsilonGreedy Algorithm
3,2.6970886489707064,EpsilonGreedy Algorithm
3,3.594187346383692,EpsilonGreedy Algorithm
3,3.5295558234848294,EpsilonGreedy Algorithm
3,1.597162523845916,EpsilonGreedy Algorithm
3,2.4199544880214896,EpsilonGreedy Algorithm
3,3.9625091682444222,EpsilonGreedy Algorithm
3,3.3021100225515756,EpsilonGreedy Algorithm
3,4.20003211827931,EpsilonGreedy Algorithm
3,3.7027893403113024,EpsilonGreedy Algorithm
3,3.4721923613917145,EpsilonGreedy Algorithm
3,5.057984323318419,EpsilonGreedy Algorithm
3,3.491851705322972,EpsilonGreedy Algorithm
3,4.115857470712603,EpsilonGreedy Algorithm
3,5.5148145228339365,EpsilonGreedy Algorithm
3,5.283654966838376,EpsilonGreedy Algorithm
3,4.3718602233988175,EpsilonGreedy Algorithm
3,6.254348629228728,EpsilonGreedy Algorithm
3,5.618194838195093,EpsilonGreedy Algorithm
3,5.55047710955799,EpsilonGreedy Algorithm
3,3.6709256864789412,EpsilonGreedy Algorithm
3,4.552060459961725,EpsilonGreedy Algorithm
3,4.1778372018877254,EpsilonGreedy Algorithm
3,2.9642990416564987,EpsilonGreedy Algorithm
3,3.543311099098683,EpsilonGreedy Algorithm
3,4.130039286537467,EpsilonGreedy Algorithm
3,3.1471101848231715,EpsilonGreedy Algorithm
3,3.5578334863265444,EpsilonGreedy Algorithm
3,4.827381665725266,EpsilonGreedy Algorithm
3,3.027258871995672,EpsilonGreedy Algorithm
3,3.0326535139868795,EpsilonGreedy Algorithm
3,3.3538827874600203,EpsilonGreedy Algorithm
3,5.312515702833885,EpsilonGreedy Algorithm
3,4.381412482811912,EpsilonGreedy Algorithm
3,1.6836476230052395,EpsilonGreedy Algorithm
3,4.062823848549365,EpsilonGreedy Algorithm
3,4.703691796369781,EpsilonGreedy Algorithm
3,4.516848056728029,EpsilonGreedy Algorithm
3,3.4636787850465507,EpsilonGreedy Algorithm
3,4.315604327374402,EpsilonGreedy Algorithm
3,5.023246594035253,EpsilonGreedy Algorithm
3,2.026994197448211,EpsilonGreedy Algorithm
3,5.625695736759768,EpsilonGreedy Algorithm
3,1.798494829223225,EpsilonGreedy Algorithm
3,4.114113573238251,EpsilonGreedy Algorithm
3,4.737503305305598,EpsilonGreedy Algorithm
3,4.506303248199105,EpsilonGreedy Algorithm
3,2.2878507145398945,EpsilonGreedy Algorithm
3,3.3646873715135617,EpsilonGreedy Algorithm
3,4.962583191159932,EpsilonGreedy Algorithm
3,3.9824009544045746,EpsilonGreedy Algorithm
3,6.256757790736546,EpsilonGreedy Algorithm
3,5.285010294869387,EpsilonGreedy Algorithm
3,2.2581178628812983,EpsilonGreedy Algorithm
3,2.9971346054350616,EpsilonGreedy Algorithm
3,4.462966346083733,EpsilonGreedy Algorithm
3,3.382758364287464,EpsilonGreedy Algorithm
3,5.132606551930726,EpsilonGreedy Algorithm
3,4.6697754164348835,EpsilonGreedy Algorithm
3,3.621072321856936,EpsilonGreedy Algorithm
3,3.200981345857714,EpsilonGreedy Algorithm
3,2.206139565063438,EpsilonGreedy Algorithm
3,4.129170238338183,EpsilonGreedy Algorithm
3,2.049219158495275,EpsilonGreedy Algorithm
3,1.4014978398696618,EpsilonGreedy Algorithm
3,3.5809055778920875,EpsilonGreedy Algorithm
3,4.2693349864602395,EpsilonGreedy Algorithm
3,4.719104224164767,EpsilonGreedy Algorithm
3,2.652748412518437,EpsilonGreedy Algorithm
3,5.862385571819689,EpsilonGreedy Algorithm
3,4.06083350539032,EpsilonGreedy Algorithm
3,4.82822925467815,EpsilonGreedy Algorithm
3,3.931263311251104,EpsilonGreedy Algorithm
3,2.6306689225257767,EpsilonGreedy Algorithm
3,3.6661593608593317,EpsilonGreedy Algorithm
3,5.607813385295196,EpsilonGreedy Algorithm
3,2.8279436914494935,EpsilonGreedy Algorithm
3,5.6041740254497086,EpsilonGreedy Algorithm
3,3.220214964977176,EpsilonGreedy Algorithm
3,3.836189453614172,EpsilonGreedy Algorithm
3,3.6439311175930196,EpsilonGreedy Algorithm
3,5.098561986636487,EpsilonGreedy Algorithm
3,2.234792712205929,EpsilonGreedy Algorithm
3,4.844555834000519,EpsilonGreedy Algorithm
3,4.136990447143095,EpsilonGreedy Algorithm
3,3.564892181874018,EpsilonGreedy Algorithm
3,4.016238121405536,EpsilonGreedy Algorithm
3,4.758035913952554,EpsilonGreedy Algorithm
3,4.193589771892138,EpsilonGreedy Algorithm
3,3.3763859966363254,EpsilonGreedy Algorithm
3,4.8295628675843,EpsilonGreedy Algorithm
3,3.459043083407493,EpsilonGreedy Algorithm
3,1.8018415450815057,EpsilonGreedy Algorithm
3,4.023316451165811,EpsilonGreedy Algorithm
3,4.230778935111987,EpsilonGreedy Algorithm
3,4.645330388098409,EpsilonGreedy Algorithm
3,3.1918321390740423,EpsilonGreedy Algorithm
3,3.4688576384971106,EpsilonGreedy Algorithm
3,4.6064113739722,EpsilonGreedy Algorithm
3,4.273902995931796,EpsilonGreedy Algorithm
3,4.51636154044348,EpsilonGreedy Algorithm
3,4.808018963436838,EpsilonGreedy Algorithm
3,4.687241687699092,EpsilonGreedy Algorithm
3,4.835110687601792,EpsilonGreedy Algorithm
3,4.2737407936406955,EpsilonGreedy Algorithm
3,3.1650360463762603,EpsilonGreedy Algorithm
3,3.678604245423229,EpsilonGreedy Algorithm
3,4.276982318270603,EpsilonGreedy Algorithm
3,5.962552145069122,EpsilonGreedy Algorithm
3,2.3200922663921797,EpsilonGreedy Algorithm
3,3.419943309159286,EpsilonGreedy Algorithm
3,3.214998914340113,EpsilonGreedy Algorithm
3,3.0351741598070934,EpsilonGreedy Algorithm
3,4.855807950796617,EpsilonGreedy Algorithm
3,4.116863837080041,EpsilonGreedy Algorithm
3,3.5873269779549273,EpsilonGreedy Algorithm
3,4.010579871319212,EpsilonGreedy Algorithm
3,4.066518256765164,EpsilonGreedy Algorithm
3,5.073336010740909,EpsilonGreedy Algorithm
3,4.884290359249971,EpsilonGreedy Algorithm
3,3.1099614060828102,EpsilonGreedy Algorithm
3,3.4304492676005163,EpsilonGreedy Algorithm
3,3.6112390882010184,EpsilonGreedy Algorithm
3,5.853038099511311,EpsilonGreedy Algorithm
3,3.123469018196036,EpsilonGreedy Algorithm
3,4.150195449306058,EpsilonGreedy Algorithm
